content,language,label
do you have a way to leave a review for your services?,eng,non-insult
I want assistance sending my damn feedback for a product,eng,non-insult
help me leaving feedback for ur company,eng,non-insult
i try to send feedback about ur services,eng,non-insult
ya have an address to send some feedback about ur services,eng,non-insult
i need assitsance sending my feedback for a product,eng,non-insult
review for your company,eng,non-insult
I want help leaving a comment for a service,eng,non-insult
can you help me leave my feedback about your products?,eng,non-insult
is there a method to submit a review for ur company,eng,non-insult
i dont know what i need to do to send some feedback,eng,non-insult
"I have to submit feedback about a service, I need assistance",eng,non-insult
is there an e-mail to send an opinion about your products?,eng,non-insult
help to send some feedback for a product,eng,non-insult
help sending feedback for your company,eng,non-insult
do ya have an e-mail to leave a comment for ur products,eng,non-insult
i dont know what to do to submit feedback for a service,eng,non-insult
I do not know how to submit some feedback,eng,non-insult
how could I submit feedback?,eng,non-insult
ya have a method to send my feedback for ur products,eng,non-insult
where do I submit feedback about your company?,eng,non-insult
I have got to leave some feedback about your company,eng,non-insult
can you help me leqving my feedback about your products?,eng,non-insult
I do not know how to write a comment about your services,eng,non-insult
uhave an address to send some feedback for a product,eng,non-insult
help to leave a review,eng,non-insult
I'm calling to leave feedback for ur products,eng,non-insult
can you help me leave a review about your company?,eng,non-insult
I want help leaving a comment aout a product,eng,non-insult
i have got to write a review for ur company,eng,non-insult
need assistance sending some feedback for ur services,eng,non-insult
need assistance to submit my feedback for your services,eng,non-insult
can you help me writing an opinion about your products?,eng,non-insult
I need help to leave feedback,eng,non-insult
i want help sending some feedback about a product,eng,non-insult
Ido not know how I can leave a comment,eng,non-insult
writing review for a service,eng,non-insult
can you help me submit feedback for a service?,eng,non-insult
need assistance leaving feedback about ur company,eng,non-insult
i want assistance to leave some feedback for ur company,eng,non-insult
want assistance to leave a review for your prducts,eng,non-insult
how could I write a comment for your products?,eng,non-insult
do you have an address to send some feedback?,eng,non-insult
help to write a review about a product,eng,non-insult
I call to leave a review,eng,non-insult
help me submitting some feedback for your products,eng,non-insult
could I sybmit my feedback for your company?,eng,non-insult
can you help me write a comment for your products?,eng,non-insult
help me sending my feedback about your services,eng,non-insult
I do not know how I could leave a comment for your sevrices,eng,non-insult
I call to submit feedback about a product,eng,non-insult
is there a section to submit some feedback for ur products,eng,non-insult
do you have a method to submit a comment for your company?,eng,non-insult
needhelp submitting some feedback,eng,non-insult
how do i submit my feedback for ur products,eng,non-insult
"I want to leave a comment, how could I do it?",eng,non-insult
help writing an opinion for your services,eng,non-insult
want help ot write a review for a service,eng,non-insult
could you help me to submit my feedback for your products?,eng,non-insult
"I have to write a comment for a service , how to do it?",eng,non-insult
can I leave a damn opinion about a product?,eng,insult
i call to leave some feedack,eng,non-insult
can I leave feedback about a servic?,eng,non-insult
is there a section to leave a comment for a product?,eng,non-insult
I have to leave some feedback about a service,eng,non-insult
help me sending some fucking feedback about your products,eng,insult
I don't know how I can write an opinion for a product,eng,non-insult
i have to leave a fucking comment could i get some help,eng,insult
i have to leave an opinion about an service i need help,eng,non-insult
I don't know how to leave some feedback,eng,non-insult
"I would like to send my feedback for a product, help me",eng,non-insult
need to send some feedback about ur products,eng,non-insult
can ya help me to send some feedback about a service,eng,non-insult
is there an e-mail to submit my feedback about your company?,eng,non-insult
I am calling to leave a review for your services,eng,non-insult
ya have an address to submit some feedback abouta product,eng,non-insult
wanna submit feedback for ur company can i get somehelp,eng,non-insult
help submitting some feedback for ur products,eng,non-insult
i want help writing a comment for a serrvice,eng,non-insult
do you have an e-mail to submit a comment?,eng,non-insult
I do not know how to send feedback about your services,eng,non-insult
can you help me sending my feedback for your services?,eng,non-insult
is there an address to send feedback for ur products,eng,non-insult
is there a way to send an opinion for ur products,eng,non-insult
"I have to leave a comment for your services, help me",eng,non-insult
assistance to submit my feedback for urproducts,eng,non-insult
I do not know how to leave some feedback about a product,eng,non-insult
I need help writing a review about your products,eng,non-insult
I am calling to leave a comment about your compnay,eng,non-insult
I want help submitting feedbacki about your services,eng,non-insult
i dont know how i can submit my feedback for ur products,eng,non-insult
"I have got to leave my feedback, I need assistance",eng,non-insult
can you help me write a comment about your products?,eng,non-insult
